1369	9602480160373858398.wav	በማዕከላዊ ሚዙሪ ዩኒቨርሲቲ የሂሳብ ሊቅ እና የኮምፒተር ሳይንስ ፕሮፌሰር የሆኑት ከርቲስ ኩፐር፣ እስከ ጃንዋሪ 25 ቀን ድረስ ትልቁን የብቸኜ ቁጥር አግኝተዋል።	በማዕከላዊ ሚዙሪ ዩኒቨርሲቲ የሂሳብ ሊቅ እና የኮምፒተር ሳይንስ ፕሮፌሰር የሆኑት ከርቲስ ኩፐር እስከ ጃንዋሪ 25 ቀን ድረስ ትልቁን የብቸኜ ቁጥር አግኝተዋል	በ ማ ዕ ከ ላ ዊ | ሚ ዙ ሪ | ዩ ኒ ቨ ር ሲ ቲ | የ ሂ ሳ ብ | ሊ ቅ | እ ና | የ ኮ ም ፒ ተ ር | ሳ ይ ን ስ | ፕ ሮ ፌ ሰ ር | የ ሆ ኑ ት | ከ ር ቲ ስ | ኩ ፐ ር | እ ስ ከ | ጃ ን ዋ ሪ | 2 5 | ቀ ን | ድ ረ ስ | ት ል ቁ ን | የ ብ ቸ ኜ | ቁ ጥ ር | አ ግ ኝ ተ ዋ ል |	216960	FEMALE
290	4334013745031955907.wav	የአሜሪካን የከርሰምድር ዳሰሳ የአለም አቀፍ የመሬት መንቀጥቀጥ ካርታ እንደሚያሳየው ቀደም ባለው ሳምንት በአይስላድ ምንም አይነት የመሬት መንቀጥቀጥ የለም።	የአሜሪካን የከርሰምድር ዳሰሳ የአለም አቀፍ የመሬት መንቀጥቀጥ ካርታ እንደሚያሳየው ቀደም ባለው ሳምንት በአይስላድ ምንም አይነት የመሬት መንቀጥቀጥ የለም	የ አ ሜ ሪ ካ ን | የ ከ ር ሰ ም ድ ር | ዳ ሰ ሳ | የ አ ለ ም | አ ቀ ፍ | የ መ ሬ ት | መ ን ቀ ጥ ቀ ጥ | ካ ር ታ | እ ን ደ ሚ ያ ሳ የ ው | ቀ ደ ም | ባ ለ ው | ሳ ም ን ት | በ አ ይ ስ ላ ድ | ም ን ም | አ ይ ነ ት | የ መ ሬ ት | መ ን ቀ ጥ ቀ ጥ | የ ለ ም |	192000	MALE
1294	1057024170910867449.wav	እንዲሁም የፓስፊክ ሱናሚ ማስጠንቀቂያ ማዕከል የሱናሚ ምልክት እንደሌለ ተናግሯል።	እንዲሁም የፓስፊክ ሱናሚ ማስጠንቀቂያ ማዕከል የሱናሚ ምልክት እንደሌለ ተናግሯል	እ ን ዲ ሁ ም | የ ፓ ስ ፊ ክ | ሱ ና ሚ | ማ ስ ጠ ን ቀ ቂ ያ | ማ ዕ ከ ል | የ ሱ ና ሚ | ም ል ክ ት | እ ን ደ ሌ ለ | ተ ና ግ ሯ ል |	197760	MALE
508	15573305643533372613.wav	ለማንበብ ቀላል ለማድረግ እና እንዲሁም የሚፈለገውን ያህል ወይም ትንሽ ቀለም ያለው ለማድረግ ሊበጅ ይችላል።	ለማንበብ ቀላል ለማድረግ እና እንዲሁም የሚፈለገውን ያህል ወይም ትንሽ ቀለም ያለው ለማድረግ ሊበጅ ይችላል	ለ ማ ን በ ብ | ቀ ላ ል | ለ ማ ድ ረ ግ | እ ና | እ ን ዲ ሁ ም | የ ሚ ፈ ለ ገ ው ን | ያ ህ ል | ወ ይ ም | ት ን ሽ | ቀ ለ ም | ያ ለ ው | ለ ማ ድ ረ ግ | ሊ በ ጅ | ይ ች ላ ል |	181440	MALE
1480	7199770495650869159.wav	የኢራቅ ጥናት ቡድን ሪፖርቱን ዛሬ ከቀኑ 12.00 GMT ሰዓት ላይ አቅርቧል።	የኢራቅ ጥናት ቡድን ሪፖርቱን ዛሬ ከቀኑ 12.00 gmt ሰዓት ላይ አቅርቧል	የ ኢ ራ ቅ | ጥ ና ት | ቡ ድ ን | ሪ ፖ ር ቱ ን | ዛ ሬ | ከ ቀ ኑ | 1 2 . 0 0 | g m t | ሰ ዓ ት | ላ ይ | አ ቅ ር ቧ ል |	108480	FEMALE
14	8900316333413800776.wav	በመጀመሪያው ሰርብ 76 ነጥቦችን በማሸነፍ ናዳል በጨዋታ ውስጥ 88% የተጣሩ ነጥቦች አግኝቷል።	በመጀመሪያው ሰርብ 76 ነጥቦችን በማሸነፍ ናዳል በጨዋታ ውስጥ 88% የተጣሩ ነጥቦች አግኝቷል	በ መ ጀ መ ሪ ያ ው | ሰ ር ብ | 7 6 | ነ ጥ ቦ ች ን | በ ማ ሸ ነ ፍ | ና ዳ ል | በ ጨ ዋ ታ | ው ስ ጥ | 8 8 % | የ ተ ጣ ሩ | ነ ጥ ቦ ች | አ ግ ኝ ቷ ል |	143040	FEMALE
1195	10951999919664566936.wav	ከሞንቴቪዲዮ ከምድር ወገብ በስተደቡብ ስለሆነ፣ በሰሜናዊ ንፍቀ ክበብ ክረምት ሲሆን በዚያው በጋ እና በተቃራኒው ደግሞ ክረምት ነው።	ከሞንቴቪዲዮ ከምድር ወገብ በስተደቡብ ስለሆነ በሰሜናዊ ንፍቀ ክበብ ክረምት ሲሆን በዚያው በጋ እና በተቃራኒው ደግሞ ክረምት ነው	ከ ሞ ን ቴ ቪ ዲ ዮ | ከ ም ድ ር | ወ ገ ብ | በ ስ ተ ደ ቡ ብ | ስ ለ ሆ ነ | በ ሰ ሜ ና ዊ | ን ፍ ቀ | ክ በ ብ | ክ ረ ም ት | ሲ ሆ ን | በ ዚ ያ ው | በ ጋ | እ ና | በ ተ ቃ ራ ኒ ው | ደ ግ ሞ | ክ ረ ም ት | ነ ው |	229440	MALE
174	11786706826041136096.wav	የባህር ወለል ካርታ ተከትሎም ፍርስራሹ በርቀት ቁጥጥር በሚሰራ መኪና (ROV) በመጠቀም ተገኝቷል።	የባህር ወለል ካርታ ተከትሎም ፍርስራሹ በርቀት ቁጥጥር በሚሰራ መኪና rov በመጠቀም ተገኝቷል	የ ባ ህ ር | ወ ለ ል | ካ ር ታ | ተ ከ ት ሎ ም | ፍ ር ስ ራ ሹ | በ ር ቀ ት | ቁ ጥ ጥ ር | በ ሚ ሰ ራ | መ ኪ ና | r o v | በ መ ጠ ቀ ም | ተ ገ ኝ ቷ ል |	159360	FEMALE
1096	7736706783729758784.wav	አብዛኞቹ ልዩ የቦልቲክ መርከቦች በሩሲያ ኤስቲ ፒተርስበርግ የተራዘመ ቆይታ ይኖራቸዋል።	አብዛኞቹ ልዩ የቦልቲክ መርከቦች በሩሲያ ኤስቲ ፒተርስበርግ የተራዘመ ቆይታ ይኖራቸዋል	አ ብ ዛ ኞ ቹ | ል ዩ | የ ቦ ል ቲ ክ | መ ር ከ ቦ ች | በ ሩ ሲ ያ | ኤ ስ ቲ | ፒ ተ ር ስ በ ር ግ | የ ተ ራ ዘ መ | ቆ ይ ታ | ይ ኖ ራ ቸ ዋ ል |	229440	MALE
1422	16911076957524687334.wav	በፈርስት ክላስ ወይም በቢዝነስ ክላስ ለመብረር ግልፁ መንገድ ለተጠቀሰው መብት (ወይም፣ ኩባንያዎን ለእርስዎ እንዲያደርግልዎ የሚያደርጉት) ብዙ ገንዘብን መትፋት ነው።	በፈርስት ክላስ ወይም በቢዝነስ ክላስ ለመብረር ግልፁ መንገድ ለተጠቀሰው መብት ወይም፣ ኩባንያዎን ለእርስዎ እንዲያደርግልዎ የሚያደርጉት ብዙ ገንዘብን መትፋት ነው	በ ፈ ር ስ ት | ክ ላ ስ | ወ ይ ም | በ ቢ ዝ ነ ስ | ክ ላ ስ | ለ መ ብ ረ ር | ግ ል ፁ | መ ን ገ ድ | ለ ተ ጠ ቀ ሰ ው | መ ብ ት | ወ ይ ም ፣ | ኩ ባ ን ያ ዎ ን | ለ እ ር ስ ዎ | እ ን ዲ ያ ደ ር ግ ል ዎ | የ ሚ ያ ደ ር ጉ ት | ብ ዙ | ገ ን ዘ ብ ን | መ ት ፋ ት | ነ ው |	249600	MALE
213	10822353978796084684.wav	በአፓርታማው ውስጥ ማንም አልነበረም።	በአፓርታማው ውስጥ ማንም አልነበረም	በ አ ፓ ር ታ ማ ው | ው ስ ጥ | ማ ን ም | አ ል ነ በ ረ ም |	62400	FEMALE
1164	14958956604177627109.wav	የስፕሪንግቦክስ አውስትራሊያ በሚገጥምበት ጊዜ፣ የተከታታይ የመጨረሻ ግጥሚያ በሚቀጥለው ሳምንት ጆሃንስበርግ ውስጥ በሚገኘው ኤሊስ ፓርክ ውስጥ ይካሄዳል።	የስፕሪንግቦክስ አውስትራሊያ በሚገጥምበት ጊዜ የተከታታይ የመጨረሻ ግጥሚያ በሚቀጥለው ሳምንት ጆሃንስበርግ ውስጥ በሚገኘው ኤሊስ ፓርክ ውስጥ ይካሄዳል	የ ስ ፕ ሪ ን ግ ቦ ክ ስ | አ ው ስ ት ራ ሊ ያ | በ ሚ ገ ጥ ም በ ት | ጊ ዜ | የ ተ ከ ታ ታ ይ | የ መ ጨ ረ ሻ | ግ ጥ ሚ ያ | በ ሚ ቀ ጥ ለ ው | ሳ ም ን ት | ጆ ሃ ን ስ በ ር ግ | ው ስ ጥ | በ ሚ ገ ኘ ው | ኤ ሊ ስ | ፓ ር ክ | ው ስ ጥ | ይ ካ ሄ ዳ ል |	243840	MALE
926	12747481777891088097.wav	የአንድን ነገር ፎቶ ማንሳት ብቻ የማይፈቀድ ከሆነ ቪዲዮ ለመቅረጽ ማሰብ እንኳን የለብዎትም።	የአንድን ነገር ፎቶ ማንሳት ብቻ የማይፈቀድ ከሆነ ቪዲዮ ለመቅረጽ ማሰብ እንኳን የለብዎትም	የ አ ን ድ ን | ነ ገ ር | ፎ ቶ | ማ ን ሳ ት | ብ ቻ | የ ማ ይ ፈ ቀ ድ | ከ ሆ ነ | ቪ ዲ ዮ | ለ መ ቅ ረ ጽ | ማ ሰ ብ | እ ን ኳ ን | የ ለ ብ ዎ ት ም |	117120	FEMALE
196	5563494233339080642.wav	ማሳ በትንሹ ለቀሪው የ2009 ወቅት ይወጣል።	ማሳ በትንሹ ለቀሪው የ2009 ወቅት ይወጣል	ማ ሳ | በ ት ን ሹ | ለ ቀ ሪ ው | የ 2 0 0 9 | ወ ቅ ት | ይ ወ ጣ ል |	93120	MALE
1284	13604057757003568014.wav	እርሱ የሚያሳፍር ነገር አይደለም፤ በጣም ብዙ ሰዎች ካሏቸው ከሌሎች ነገሮች ግላዊ ፍርሃቶችና አለመውደዶች የተለየ አይደለም።	እርሱ የሚያሳፍር ነገር አይደለም በጣም ብዙ ሰዎች ካሏቸው ከሌሎች ነገሮች ግላዊ ፍርሃቶችና አለመውደዶች የተለየ አይደለም	እ ር ሱ | የ ሚ ያ ሳ ፍ ር | ነ ገ ር | አ ይ ደ ለ ም | በ ጣ ም | ብ ዙ | ሰ ዎ ች | ካ ሏ ቸ ው | ከ ሌ ሎ ች | ነ ገ ሮ ች | ግ ላ ዊ | ፍ ር ሃ ቶ ች ና | አ ለ መ ው ደ ዶ ች | የ ተ ለ የ | አ ይ ደ ለ ም |	169920	MALE
150	8319376028060158866.wav	ሰሜናዊ ሮክ በ2007 ሰብፕራይም የዕዳ ቀውስ ወቅት ተጋላጭ ስለነበር ድጋፍ ይፈልግ ነበር።	ሰሜናዊ ሮክ በ2007 ሰብፕራይም የዕዳ ቀውስ ወቅት ተጋላጭ ስለነበር ድጋፍ ይፈልግ ነበር	ሰ ሜ ና ዊ | ሮ ክ | በ 2 0 0 7 | ሰ ብ ፕ ራ ይ ም | የ ዕ ዳ | ቀ ው ስ | ወ ቅ ት | ተ ጋ ላ ጭ | ስ ለ ነ በ ር | ድ ጋ ፍ | ይ ፈ ል ግ | ነ በ ር |	118080	FEMALE
219	11702553471881397705.wav	የሴቶቹ ደረጃዎች መካተት አስመልክቶ ሁሉም ደጋፊ አልነበሩም።	የሴቶቹ ደረጃዎች መካተት አስመልክቶ ሁሉም ደጋፊ አልነበሩም	የ ሴ ቶ ቹ | ደ ረ ጃ ዎ ች | መ ካ ተ ት | አ ስ መ ል ክ ቶ | ሁ ሉ ም | ደ ጋ ፊ | አ ል ነ በ ሩ ም |	94080	FEMALE
895	15681173673264019865.wav	በክረምት ወቅት ለአደጋ መከሰት በጣም የሚደጋገመው ምክንያት የሚያንሸራትቱ መንገዶች፣ የተሽከርካሪ መንገዶች (የእግረኛ መሄጃዎች) እና በተለይም ደረጃዎች ናቸው።	በክረምት ወቅት ለአደጋ መከሰት በጣም የሚደጋገመው ምክንያት የሚያንሸራትቱ መንገዶች፣ የተሽከርካሪ መንገዶች የእግረኛ መሄጃዎች እና በተለይም ደረጃዎች ናቸው	በ ክ ረ ም ት | ወ ቅ ት | ለ አ ደ ጋ | መ ከ ሰ ት | በ ጣ ም | የ ሚ ደ ጋ ገ መ ው | ም ክ ን ያ ት | የ ሚ ያ ን ሸ ራ ት ቱ | መ ን ገ ዶ ች ፣ | የ ተ ሽ ከ ር ካ ሪ | መ ን ገ ዶ ች | የ እ ግ ረ ኛ | መ ሄ ጃ ዎ ች | እ ና | በ ተ ለ ይ ም | ደ ረ ጃ ዎ ች | ና ቸ ው |	234240	MALE
128	6646873837384898483.wav	ብዙዎቹ ጸሐፊዎቻቸው በጆን እስታርት እና እስጢፋኖስ ኮልበርት ዜና አስቂኝ ትርኢቶች ላይ ከፍተኛ ተጽዕኖ ማሳደራቸውን ቀጥለዋል።	ብዙዎቹ ጸሐፊዎቻቸው በጆን እስታርት እና እስጢፋኖስ ኮልበርት ዜና አስቂኝ ትርኢቶች ላይ ከፍተኛ ተጽዕኖ ማሳደራቸውን ቀጥለዋል	ብ ዙ ዎ ቹ | ጸ ሐ ፊ ዎ ቻ ቸ ው | በ ጆ ን | እ ስ ታ ር ት | እ ና | እ ስ ጢ ፋ ኖ ስ | ኮ ል በ ር ት | ዜ ና | አ ስ ቂ ኝ | ት ር ኢ ቶ ች | ላ ይ | ከ ፍ ተ ኛ | ተ ጽ ዕ ኖ | ማ ሳ ደ ራ ቸ ው ን | ቀ ጥ ለ ዋ ል |	136320	FEMALE
603	5886876278868333653.wav	ውሃ ሌላ ምሳሌ ነው። ውሃ የሚባለው ውህድ ከሁለት ሃይድሮጅን አቶሞችን እና አንድ ኦክሲጅን አቶም የተሰራ ነው።	ውሃ ሌላ ምሳሌ ነው ውሃ የሚባለው ውህድ ከሁለት ሃይድሮጅን አቶሞችን እና አንድ ኦክሲጅን አቶም የተሰራ ነው	ው ሃ | ሌ ላ | ም ሳ ሌ | ነ ው | ው ሃ | የ ሚ ባ ለ ው | ው ህ ድ | ከ ሁ ለ ት | ሃ ይ ድ ሮ ጅ ን | አ ቶ ሞ ች ን | እ ና | አ ን ድ | ኦ ክ ሲ ጅ ን | አ ቶ ም | የ ተ ሰ ራ | ነ ው |	136320	FEMALE
531	15395658872572746016.wav	ጎልፍ ተጫዋቾችን ኳሶችን ወደ ቀዳዳዎች ለመምታት ክለቦችን የሚጠቀሙበት ጨዋታ ነው።	ጎልፍ ተጫዋቾችን ኳሶችን ወደ ቀዳዳዎች ለመምታት ክለቦችን የሚጠቀሙበት ጨዋታ ነው	ጎ ል ፍ | ተ ጫ ዋ ቾ ች ን | ኳ ሶ ች ን | ወ ደ | ቀ ዳ ዳ ዎ ች | ለ መ ም ታ ት | ክ ለ ቦ ች ን | የ ሚ ጠ ቀ ሙ በ ት | ጨ ዋ ታ | ነ ው |	147840	MALE
1341	2048239740362168807.wav	ከተለመዱት የቡድን አባላት የበለጠ ብዙውን ጊዜ ራሳቸውን በራሳቸው የሚያስተዳድሩ በመሆናቸው በአካባቢያቸው ያሉ አስተዳዳሪዎች ሊገባቸው በማይችሏቸው በተለያዩ የጊዜ ሰቆች ይገናኛሉ፡፡	ከተለመዱት የቡድን አባላት የበለጠ ብዙውን ጊዜ ራሳቸውን በራሳቸው የሚያስተዳድሩ በመሆናቸው በአካባቢያቸው ያሉ አስተዳዳሪዎች ሊገባቸው በማይችሏቸው በተለያዩ የጊዜ ሰቆች ይገናኛሉ	ከ ተ ለ መ ዱ ት | የ ቡ ድ ን | አ ባ ላ ት | የ በ ለ ጠ | ብ ዙ ው ን | ጊ ዜ | ራ ሳ ቸ ው ን | በ ራ ሳ ቸ ው | የ ሚ ያ ስ ተ ዳ ድ ሩ | በ መ ሆ ና ቸ ው | በ አ ካ ባ ቢ ያ ቸ ው | ያ ሉ | አ ስ ተ ዳ ዳ ሪ ዎ ች | ሊ ገ ባ ቸ ው | በ ማ ይ ች ሏ ቸ ው | በ ተ ለ ያ ዩ | የ ጊ ዜ | ሰ ቆ ች | ይ ገ ና ኛ ሉ |	207360	FEMALE
450	978921999645153344.wav	እና ከዚያ በኋላ ወደ ሰሜን በምዕራብ በኩል እንደገና በኤፕሪል አከባቢ ከነበረው ዝናብ በኋላ እንደገና ማራ ወንዝን ያቋርጡ።	እና ከዚያ በኋላ ወደ ሰሜን በምዕራብ በኩል እንደገና በኤፕሪል አከባቢ ከነበረው ዝናብ በኋላ እንደገና ማራ ወንዝን ያቋርጡ	እ ና | ከ ዚ ያ | በ ኋ ላ | ወ ደ | ሰ ሜ ን | በ ም ዕ ራ ብ | በ ኩ ል | እ ን ደ ገ ና | በ ኤ ፕ ሪ ል | አ ከ ባ ቢ | ከ ነ በ ረ ው | ዝ ና ብ | በ ኋ ላ | እ ን ደ ገ ና | ማ ራ | ወ ን ዝ ን | ያ ቋ ር ጡ |	156480	MALE
